GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,NZL,New Zealand,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,PAN,Panama,,21 000 [19 000–23 000],21000,19000,23000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,PHL,Philippines,,56 000 [51 000–62 000],56000,51000,62000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,RUS,Russian Federation,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,SVK,Slovakia,,<1000 [<1000–1 100],1000,1000,1100,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,SDN,Sudan,,56 000 [34 000–87 000],56000,34000,87000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,CHE,Switzerland,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,TTO,Trinidad and Tobago,,11 000 [ 9 800–12 000],11000,9800,12000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,YEM,Yemen,, 9 900 [ 5 600–19 000],9900,5600,19000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,IRQ,Iraq,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,NRU,Nauru,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,TON,Tonga,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,BGD,Bangladesh,,12 000 [10 000–14 000],12000,10000,14000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,BRB,Barbados,, 2 600 [ 2 400–2 900],2600,2400,2900,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,CPV,Cabo Verde,, 2 800 [ 2 300–3 600],2800,2300,3600,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,CAF,Central African Republic,,130 000 [110 000–160 000],130000,110000,160000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,COD,Democratic Republic of the Congo,,370 000 [290 000–450 000],370000,290000,450000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,DOM,Dominican Republic,,67 000 [51 000–91 000],67000,51000,91000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ECU,Ecuador,,33 000 [24 000–41 000],33000,24000,41000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,DEU,Germany,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GHA,Ghana,,290 000 [240 000–360 000],290000,240000,360000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,JPN,Japan,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,JOR,Jordan,,<500 [<500–<500],500,500,500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,MYS,Malaysia,,97 000 [88 000–110 000],97000,88000,110000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,MLT,Malta,,<500 [<500–<500],500,500,500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MRT,Mauritania,,11 000 [ 7 100–18 000],11000,7100,18000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NGA,Nigeria,,3 200 000 [2 300 000–4 300 000],3200000,2300000,4300000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,NOR,Norway,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SEN,Senegal,,41 000 [34 000–48 000],41000,34000,48000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,SRB,Serbia,, 2 700 [ 2 200–3 300],2700,2200,3300,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,THA,Thailand,,450 000 [400 000–520 000],450000,400000,520000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,MKD,The former Yugoslav republic of Macedonia,,<500 [<500–<500],500,500,500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,URY,Uruguay,,12 000 [10 000–14 000],12000,10000,14000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,UZB,Uzbekistan,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ATG,Antigua and Barbuda,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,COK,Cook Islands,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,LCA,Saint Lucia,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,SMR,San Marino,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,AFG,Afghanistan,, 7 500 [ 3 900–19 000],7500,3900,19000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,DZA,Algeria,,13 000 [11 000–14 000],13000,11000,14000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,BGR,Bulgaria,, 3 500 [ 3 100–3 800],3500,3100,3800,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,BDI,Burundi,,84 000 [65 000–110 000],84000,65000,110000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,CMR,Cameroon,,560 000 [470 000–650 000],560000,470000,650000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,CHL,Chile,,61 000 [55 000–68 000],61000,55000,68000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,Colombia,,120 000 [100 000–150 000],120000,100000,150000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,France,,180 000 [170 000–200 000],180000,170000,200000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GMB,Gambia,,20 000 [17 000–24 000],20000,17000,24000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GNB,Guinea-Bissau,,36 000 [34 000–47 000],36000,34000,47000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,HTI,Haiti,,150 000 [140 000–170 000],150000,140000,170000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,LUX,Luxembourg,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MWI,Malawi,,1 000 000 [970 000–1 100 000],1000000,970000,1100000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,MNG,Mongolia,,<500 [<500–<1000],500,500,1000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,MAR,Morocco,,22 000 [16 000–28 000],22000,16000,28000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ROU,Romania,,16 000 [14 000–18 000],16000,14000,18000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,RWA,Rwanda,,220 000 [200 000–250 000],220000,200000,250000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,SGP,Singapore,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,SVN,Slovenia,,<1000 [<1000–1 100],1000,1000,1100,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TZA,United Republic of Tanzania,,1 400 000 [1 200 000–1 600 000],1400000,1200000,1600000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZMB,Zambia,,1 200 000 [1 200 000–1 300 000],1200000,1200000,1300000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,MCO,Monaco,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,NIU,Niue,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,KNA,Saint Kitts and Nevis,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,STP,Sao Tome and Principe,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,SLB,Solomon Islands,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,Argentina,,120 000 [110 000–130 000],120000,110000,130000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,AUS,Australia,,25 000 [23 000–27 000],25000,23000,27000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,BIH,Bosnia and Herzegovina,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,BRA,Brazil,,830 000 [610 000–1 100 000],830000,610000,1100000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,COG,Congo,,91 000 [78 000–110 000],91000,78000,110000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,CIV,Côte d'Ivoire,,460 000 [390 000–520 000],460000,390000,520000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,EST,Estonia,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,FJI,Fiji,,<1000 [<1000–1 000],1000,1000,1000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,HUN,Hungary,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,India,,2 100 000 [1 700 000–2 600 000],2100000,1700000,2600000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,LBN,Lebanon,, 2 200 [ 2 000–2 500],2200,2000,2500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,LBR,Liberia,,43 000 [34 000–55 000],43000,34000,55000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,MMR,Myanmar,,230 000 [200 000–260 000],230000,200000,260000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,NPL,Nepal,,32 000 [28 000–38 000],32000,28000,38000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,PRT,Portugal,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KOR,Republic of Korea,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,South Africa,,7 100 000 [6 400 000–7 800 000],7100000,6400000,7800000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ESP,Spain,,140 000 [130 000–160 000],140000,130000,160000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,TUR,Turkey,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,UGA,Uganda,,1 400 000 [1 300 000–1 500 000],1400000,1300000,1500000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,LBY,Libya,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MUS,Mauritius,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,TUV,Tuvalu,,No data,,,,,,
